solar_634,diesel_634,battery_634,solar_675,diesel_675,battery_675,solar_684,diesel_684,battery_684,solar_646,diesel_646,battery_646
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.1,1,0,0.1,1,0,0.1,1,0,0.1,1,0
0.5,1,0,0.5,1,0,0.5,1,0,0.5,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
0.6,1,0,0.6,1,0,0.6,1,0,0.6,1,0
0.2,1,0,0.2,1,0,0.2,1,0,0.2,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.1,1,0,0.1,1,0,0.1,1,0,0.1,1,0
0.5,1,0,0.5,1,0,0.5,1,0,0.5,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
0.6,1,0,0.6,1,0,0.6,1,0,0.6,1,0
0.2,1,0,0.2,1,0,0.2,1,0,0.2,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.1,1,0,0.1,1,0,0.1,1,0,0.1,1,0
0.5,1,0,0.5,1,0,0.5,1,0,0.5,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
0.6,1,0,0.6,1,0,0.6,1,0,0.6,1,0
0.2,1,0,0.2,1,0,0.2,1,0,0.2,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.1,1,0,0.1,1,0,0.1,1,0,0.1,1,0
0.5,1,0,0.5,1,0,0.5,1,0,0.5,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
0.6,1,0,0.6,1,0,0.6,1,0,0.6,1,0
0.2,1,0,0.2,1,0,0.2,1,0,0.2,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.1,1,0,0.1,1,0,0.1,1,0,0.1,1,0
0.5,1,0,0.5,1,0,0.5,1,0,0.5,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
0.6,1,0,0.6,1,0,0.6,1,0,0.6,1,0
0.2,1,0,0.2,1,0,0.2,1,0,0.2,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.1,1,0,0.1,1,0,0.1,1,0,0.1,1,0
0.5,1,0,0.5,1,0,0.5,1,0,0.5,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
0.6,1,0,0.6,1,0,0.6,1,0,0.6,1,0
0.2,1,0,0.2,1,0,0.2,1,0,0.2,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.1,1,0,0.1,1,0,0.1,1,0,0.1,1,0
0.5,1,0,0.5,1,0,0.5,1,0,0.5,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
0.6,1,0,0.6,1,0,0.6,1,0,0.6,1,0
0.2,1,0,0.2,1,0,0.2,1,0,0.2,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.1,1,0,0.1,1,0,0.1,1,0,0.1,1,0
0.5,1,0,0.5,1,0,0.5,1,0,0.5,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
0.6,1,0,0.6,1,0,0.6,1,0,0.6,1,0
0.2,1,0,0.2,1,0,0.2,1,0,0.2,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.1,1,0,0.1,1,0,0.1,1,0,0.1,1,0
0.5,1,0,0.5,1,0,0.5,1,0,0.5,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
0.6,1,0,0.6,1,0,0.6,1,0,0.6,1,0
0.2,1,0,0.2,1,0,0.2,1,0,0.2,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.1,1,0,0.1,1,0,0.1,1,0,0.1,1,0
0.5,1,0,0.5,1,0,0.5,1,0,0.5,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
0.6,1,0,0.6,1,0,0.6,1,0,0.6,1,0
0.2,1,0,0.2,1,0,0.2,1,0,0.2,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.1,1,0,0.1,1,0,0.1,1,0,0.1,1,0
0.5,1,0,0.5,1,0,0.5,1,0,0.5,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
0.6,1,0,0.6,1,0,0.6,1,0,0.6,1,0
0.2,1,0,0.2,1,0,0.2,1,0,0.2,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.1,1,0,0.1,1,0,0.1,1,0,0.1,1,0
0.5,1,0,0.5,1,0,0.5,1,0,0.5,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
0.6,1,0,0.6,1,0,0.6,1,0,0.6,1,0
0.2,1,0,0.2,1,0,0.2,1,0,0.2,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.1,1,0,0.1,1,0,0.1,1,0,0.1,1,0
0.5,1,0,0.5,1,0,0.5,1,0,0.5,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
0.6,1,0,0.6,1,0,0.6,1,0,0.6,1,0
0.2,1,0,0.2,1,0,0.2,1,0,0.2,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.1,1,0,0.1,1,0,0.1,1,0,0.1,1,0
0.5,1,0,0.5,1,0,0.5,1,0,0.5,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
0.6,1,0,0.6,1,0,0.6,1,0,0.6,1,0
0.2,1,0,0.2,1,0,0.2,1,0,0.2,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.1,1,0,0.1,1,0,0.1,1,0,0.1,1,0
0.5,1,0,0.5,1,0,0.5,1,0,0.5,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
0.6,1,0,0.6,1,0,0.6,1,0,0.6,1,0
0.2,1,0,0.2,1,0,0.2,1,0,0.2,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.1,1,0,0.1,1,0,0.1,1,0,0.1,1,0
0.5,1,0,0.5,1,0,0.5,1,0,0.5,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
0.6,1,0,0.6,1,0,0.6,1,0,0.6,1,0
0.2,1,0,0.2,1,0,0.2,1,0,0.2,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.1,1,0,0.1,1,0,0.1,1,0,0.1,1,0
0.5,1,0,0.5,1,0,0.5,1,0,0.5,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
0.6,1,0,0.6,1,0,0.6,1,0,0.6,1,0
0.2,1,0,0.2,1,0,0.2,1,0,0.2,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.1,1,0,0.1,1,0,0.1,1,0,0.1,1,0
0.5,1,0,0.5,1,0,0.5,1,0,0.5,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
0.6,1,0,0.6,1,0,0.6,1,0,0.6,1,0
0.2,1,0,0.2,1,0,0.2,1,0,0.2,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.1,1,0,0.1,1,0,0.1,1,0,0.1,1,0
0.5,1,0,0.5,1,0,0.5,1,0,0.5,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
1,1,0,1,1,0,1,1,0,1,1,0
1,1,0,1,1,0,1,1,0,1,1,0
0.9,1,0,0.9,1,0,0.9,1,0,0.9,1,0
0.8,1,0,0.8,1,0,0.8,1,0,0.8,1,0
0.6,1,0,0.6,1,0,0.6,1,0,0.6,1,0
0.2,1,0,0.2,1,0,0.2,1,0,0.2,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
0.01,1,0,0.01,1,0,0.01,1,0,0.01,1,0
